target_sentence,postcontext,substitutions,replace,replace_proc
Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices.,"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that won't be reimbursed.","{'said': 'add;announce that;cite;communicate;confirm;declare;report;state', 'expects': 'anticipate;figure;forecast;foresee;plan;predict;want', 'report': 'announce;disclose;file;have;post;record;render;show;state', 'third': 'tertiary;tri', 'quarter': '3 month period;period;semester;session;term', 'net': 'after expense pay;clean;final;monetary;post cost;take home;total', 'loss': 'decrease;deficit;fall', 'special': 'certain;particular;reserved;specialized;unique', 'reserves': 'indicator;reservoir;saving;stock;storage;store', 'continued': 'constant;continue;endless;extend;maintain;ongoing;prolonged;remain;repeat;steady;still;sustain', 'low': 'cheap;curtail;decrease;deflate;discounted;low;reduce;slump;small;suppress;weak', 'natural': 'earth make;non fabricate;organic;raw;whole', 'gas': 'fuel;gasoline;oil;petroleum', 'prices': 'ask price;charge;compensation;cost;earning;fee;rate;retail price;sale;value'}","{'said': 'added;Friday;called;stated;indicated;reported;claimed;described', 'expects': 'intends;expectations;plans;anticip;hopes;wants;estimates', 'report': 'record;announce;post;present;produce;disclose;make;generate;publish', 'third': 'fourth;three', 'quarter': 'quarterly;period;month;day;q', 'net': 'financial;operating;total;quarterly;combined;profit;negative', 'loss': 'income;miss;lose', 'special': 'unusual;exceptional;limited;extraordinary;reduced', 'reserves': 'provisions;wells;deposits;royalties;reservoirs;charges', 'continued': 'still;remained;continuously;sustained;prolonged;ongoing;continuous;stayed;maintained;persisted;kept;persistent', 'low': 'weak;soft;poor;falling;lowered;slow;cold;depressed;light;flat;small', 'natural': 'nat;national;net;real;general', 'gas': 'gasoline;energy;g;resource', 'prices': 'values;costs;markets;rates;budgets;levels;revenues;supplies;buys;spreads'}","{'said': 'added;friday;called;stated;indicated;reported;claimed;described', 'expects': 'intends;expectation;plan;anticip;hope;want;estimate', 'report': 'record;announce;post;present;produce;disclose;make;generate;publish', 'third': 'fourth;three', 'quarter': 'quarterly;period;month;day;q', 'net': 'financial;operating;total;quarterly;combined;profit;negative', 'loss': 'income;miss;lose', 'special': 'unusual;exceptional;limited;extraordinary;reduced', 'reserves': 'provision;well;deposit;royalty;reservoir;charge', 'continued': 'still;remained;continuously;sustained;prolonged;ongoing;continuous;stayed;maintained;persisted;kept;persistent', 'low': 'weak;soft;poor;falling;lowered;slow;cold;depressed;light;flat;small', 'natural': 'nat;national;net;real;general', 'gas': 'gasoline;energy;g;resource', 'prices': 'value;cost;market;rate;budget;level;revenue;supply;buy;spread'}"
"Heritage Media Corp., New York, said it offered to buy the shares of POP Radio Corp. it doesnt already own in a stock swap.","Heritage, which owns 51% of POP's 3.6 million shares outstanding, said it will exchange one share of a new preferred stock for each POP common share it doesn't already own.","{'said': 'affirm;announce;mention;report;reveal;state', 'offered': 'attempt;bid;make a bid;make an offer;proffer;propose;suggest;want', 'buy': 'acquire;attain;invest in;procure;purchase', 'shares': 'interest;stake;stock;trade;trading unit', 'already': 'currently;now;presently;yet', 'own': 'claim;control;have;hold;keep;possess', 'stock': 'company stock;market;share;stake;trading unit', 'swap': 'barter;exchange;interchange;market;trade'}","{'said': 'Friday;confirmed;claimed;added;called;announced', 'offered': 'agreed;proposed;attempted;asked;tried;sought;wanted;invited', 'buy': 'purchase;get;acquire;pick;take', 'shares': 'stocks;stock;rights;shareholders;copies', 'already': 'yet;currently;even;actually', 'own': 'possess;hold;Own;buy;control;owner', 'stock': 'share;equity;company;market;chip', 'swap': 'exchange;trade;transfer;move;market'}","{'said': 'friday;confirmed;claimed;added;called;announced', 'offered': 'agreed;proposed;attempted;asked;tried;sought;wanted;invited', 'buy': 'purchase;get;acquire;pick;take', 'shares': 'stock;stock;right;shareholder;copy', 'already': 'yet;currently;even;actually', 'own': 'posse;hold;own;buy;control;owner', 'stock': 'share;equity;company;market;chip', 'swap': 'exchange;trade;transfer;move;market'}"
Inauguration of free zone in Dubai for e-commerce,Dubai 10-28 (FP) -,"{'free': 'free;independent;open;self govern;unfettered;unlimited;unrestricted', 'zone': 'area;district;range;region;section;sector;territory', 'e-commerce': 'business;e business;e sale;e trade;electronic commerce;online commerce;trade;web marketing'}","{'free': 'freedom;fre;new;safe;open;green;trade', 'zone': 'area;corridor;space;site;environment;z;gate', 'e-commerce': ''}","{'free': 'freedom;fre;new;safe;open;green;trade', 'zone': 'area;corridor;space;site;environment;z;gate', 'e-commerce': ''}"
Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was declared effective and the company will begin mailing materials to shareholders at the end of this week.,"Under the offer, shareholders will receive one right for each 105 common shares owned.","{'said': 'announce;assert;cite;declare;report;state', 'planned': 'arrange;blueprint;intend;orchestrate;plot;ready;schedule;scheme', 'rights': 'benefit;claim;entitlement;law;ownership;privilege to buy;share;stock', 'offering': 'bid;offer;pledge;promotion;proposal;provision;sale', 'raise': 'add;bring in;earn;fundraise;gain;get;make', 'declared': 'announce;announce to be;claim;deem;proclaim;pronounce;report', 'effective': 'active;effectual;efficacious;establish;implement;in effect;okay;successful;valid;work;workable', 'company': 'business;corporation;firm;organization', 'begin': 'commence;initiate;start', 'mailing': 'advertise;convey;deliver;release;send;ship;transmit', 'materials': 'content;datum;form;good;info;information;product', 'shareholders': 'holder;investor;owner;stock owner;stockholder', 'end': 'close;closing;conclusion;final;finish;last part;latter part', 'week': '7 day period;Friday;period'}","{'said': 'confirmed;Friday;announced;reported;today;indicated', 'planned': 'scheduled;proposed;intended;expected;potential;targeted;pending;paid', 'rights': 'stock;equity;share;shares;warrants;public;legal;capital', 'offering': 'issue;IPO;listing;selling;raising;sale;pricing', 'raise': 'collect;increase;obtain;get;reach;generate;borrow', 'declared': 'deemed;considered;proclaimed;declaration;ruled;made;called', 'effective': 'successful;effectively;active;valid;accurate;operative;true;inactive;effect;effectiveness;positive', 'company': 'firm;business;group;corporation', 'begin': 'start;resume;commence', 'mailing': 'shipping;sending;delivering;distributing;selling;marketing;writing', 'materials': 'documents;papers;copies;information;notices;literature;newsletters', 'shareholders': 'investors;employees;directors;subscribers;stock', 'end': 'close;bottom;conclusion;completion;finish;edge;rest', 'week': 'weekend;month;Thursday'}","{'said': 'confirmed;friday;announced;reported;today;indicated', 'planned': 'scheduled;proposed;intended;expected;potential;targeted;pending;paid', 'rights': 'stock;equity;share;share;warrant;public;legal;capital', 'offering': 'issue;ipo;listing;selling;raising;sale;pricing', 'raise': 'collect;increase;obtain;get;reach;generate;borrow', 'declared': 'deemed;considered;proclaimed;declaration;ruled;made;called', 'effective': 'successful;effectively;active;valid;accurate;operative;true;inactive;effect;effectiveness;positive', 'company': 'firm;business;group;corporation', 'begin': 'start;resume;commence', 'mailing': 'shipping;sending;delivering;distributing;selling;marketing;writing', 'materials': 'document;paper;copy;information;notice;literature;newsletter', 'shareholders': 'investor;employee;director;subscriber;stock', 'end': 'close;bottom;conclusion;completion;finish;edge;rest', 'week': 'weekend;month;thursday'}"
"Intelogic Trace Inc., San Antonio, Texas, said it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.",The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.,"{'said': 'announce;confirm;declare;disclose;explain;report;state', 'bought': 'acquire;aquire;obtain;procure;purchase', 'shares': 'allotment;company share;part;ration;stake;stock;trading unit;unit', 'common': 'commonly issue;group;non preferred;ordinary;regular', 'stock': 'interest;share;trading unit', 'unaffiliated': 'dislocate;independent;separate;unconnected;unrelated;untie', 'shareholder': 'holder;investor;owner;stakeholder;stock owner;stockholder', 'share': 'company share;measure;part;piece;ration;stake;stock;trading unit'}","{'said': 'announced;Friday;confirmed;reported;added;claimed;revealed', 'bought': 'purchased;acquired;sold;got;owned', 'shares': 'copies;stocks;options;units;stock;votes;securities;rights', 'common': 'preferred;stock;share;shared;company', 'stock': 'share;equity;security', 'unaffiliated': 'unidentified;independent;unaff;unrelated;unknown;undisclosed', 'shareholder': 'investor;owner;holder;purchaser;subscriber;supplier', 'share': 'ADS;fil;b;sec;long;rub;c;h'}","{'said': 'announced;friday;confirmed;reported;added;claimed;revealed', 'bought': 'purchased;acquired;sold;got;owned', 'shares': 'copy;stock;option;unit;stock;vote;security;right', 'common': 'preferred;stock;share;shared;company', 'stock': 'share;equity;security', 'unaffiliated': 'unidentified;independent;unaff;unrelated;unknown;undisclosed', 'shareholder': 'investor;owner;holder;purchaser;subscriber;supplier', 'share': 'ad;fil;b;sec;long;rub;c;h'}"
Iraq clears visit by Ohio official,By Scott Montgomery Washington,"{'clears': 'allow;approve;give clearance to;okay;pass;sanction', 'visit': 'appointment;arrival;stay;stop;travel;trip', 'official': 'ambassador;authority;bureaucrat;director;executive;head;leader;politician;representative;statesman'}","{'clears': 'approves;confirms;rules;rejects;reviews;denies', 'visit': 'trip;tour;visitor;visitation;travel;stay', 'official': 'employee;executive;aide;worker;officer;diplomat;office;figure;delegate;politician'}","{'clears': 'approves;confirms;rule;reject;review;denies', 'visit': 'trip;tour;visitor;visitation;travel;stay', 'official': 'employee;executive;aide;worker;officer;diplomat;office;figure;delegate;politician'}"
Lawmaker Appeals for Innocent Iraqis,"By HASSAN ABDULWAHAB, Associated Press Writer",{'Innocent': 'blameless;civilian;guiltless;hapless;honest;uninvolved'},{'Innocent': 'innocent;Noble;Famous;Nine;Young;Angry'},{'Innocent': 'innocent;noble;famous;nine;young;angry'}
"Magna International Inc. s chief financial officer, James McAlpine, resigned and its chairman, Frank Stronach, is stepping in to help turn the automotive-parts manufacturer around, the company said.","Mr. Stronach will direct an effort to reduce overhead and curb capital spending ""until a more satisfactory level of profit is achieved and maintained,"" Magna said.","{'chief': 'executive;head;lead;preside;primary;senior;top', 'financial': 'budget;budgetary;finance;fiscal;monetary;monetary matter;money', 'officer': 'authority;department member;executive;leader;office holder;official', 'resigned': 'forfeit;leave;quit;step down', 'chairman': 'chief;chief officer;director;executive;head;leader;officer;president', 'stepping': 'come;fill;walk', 'help': 'aid;aid turn;assist;assist to;contribute to;facilitate to;participate in;support', 'turn': 'change;fix;flip', 'automotive': 'auto;automobile;car;motor vehicle;vehicle', 'parts': 'accessory;component;element;good;piece;product;replacement piece', 'manufacturer': 'company;creator;maker;producer', 'company': 'business;corporation;currency;firm;organization', 'said': 'announce;cite;claim;declare;disclose;maintain;reveal;state'}","{'chief': 'head;CEO;principal;core;top;main;first', 'financial': 'finance;financially;fiscal;executive;financing;operating;investment', 'officer': 'executive;analyst;office;adviser;statement;official', 'resigned': 'quit;retired;died;replaced', 'chairman': 'chair;president;chief;leader;son;director;principal;boss', 'stepping': 'moving;backing;signing', 'help': 'try;support;assist;hopefully;quickly;finally;slowly;better', 'turn': 'put;shape;round', 'automotive': 'automobile;car;autom;otive;vehicle', 'parts': 'components;products;tools;accessories;supplies;systems;electronics', 'manufacturer': 'company;retailer;supplier;firm', 'company': 'firm;statement;CEO;city;stock', 'said': 'announced;added;called;revealed;Friday;told;confirmed;claimed'}","{'chief': 'head;ceo;principal;core;top;main;first', 'financial': 'finance;financially;fiscal;executive;financing;operating;investment', 'officer': 'executive;analyst;office;adviser;statement;official', 'resigned': 'quit;retired;died;replaced', 'chairman': 'chair;president;chief;leader;son;director;principal;bos', 'stepping': 'moving;backing;signing', 'help': 'try;support;assist;hopefully;quickly;finally;slowly;better', 'turn': 'put;shape;round', 'automotive': 'automobile;car;autom;otive;vehicle', 'parts': 'component;product;tool;accessory;supply;system;electronics', 'manufacturer': 'company;retailer;supplier;firm', 'company': 'firm;statement;ceo;city;stock', 'said': 'announced;added;called;revealed;friday;told;confirmed;claimed'}"
"Meridian National Corp. said it sold 750,000 shares of its common stock to the McAlpine family interests, for $1 million, or $1.35 a share.",The sale represents 10.2% of Meridian's shares outstanding.,"{'said': 'announce;mention;state', 'sold': 'market;trade;transfer;vend', 'shares': 'interest;stake;stock;trade;trading unit;unit', 'common': 'average;group;normal;ordinary;regular', 'stock': 'interest;share;stake;trade;trading unit', 'family': 'estate;familial unit;group;line;lineage;member;relative', 'interests': 'affiliate;concern;desire;enterprise;holding;investment;rate;venture', 'share': 'interest;stake;stock;trade;trading unit'}","{'said': 'announced;reported;Friday', 'sold': 'bought;transferred;sale;purchased', 'shares': 'copies;stocks;stock;units;pieces;rights', 'common': 'share;preferred;shared;stock;company', 'stock': 'share;equity;security;square;ity', 'family': 'familial;group;business;clan;brother;personal;estate', 'interests': 'members;holdings;investments;partners;trusts;trust;entities;funds', 'share': 'ADS;sh;b;sm;c'}","{'said': 'announced;reported;friday', 'sold': 'bought;transferred;sale;purchased', 'shares': 'copy;stock;stock;unit;piece;right', 'common': 'share;preferred;shared;stock;company', 'stock': 'share;equity;security;square;ity', 'family': 'familial;group;business;clan;brother;personal;estate', 'interests': 'member;holding;investment;partner;trust;trust;entity;fund', 'share': 'ad;sh;b;sm;c'}"
N.V. DSM said net income in the third quarter jumped 63% as the company had substantially lower extraordinary charges to account for a restructuring program.,"The Dutch chemical group said net income gained to 235 million guilders ($113.2 million), or 6.70 guilders a share, from 144 million guilders, or 4.10 guilders a share, a year ago.","{'said': 'affirm;announce;declare;disclose;note;report;reveal;state', 'net': 'clear;gross;profit;remain;take home;total', 'income': 'earning;gain;profit;return;revenue', 'third': 'Tri;late;number;recent;specified', 'quarter': '3 month period;interval;period;quadrant;quartern;term', 'jumped': 'escalate;gain;increase;leap;rise;surge', 'company': 'business;concern;corporation;enterprise;firm;group;organization', 'substantially': 'adequately;considerably;drastically;much;really;significantly;sufficiently;suitably', 'lower': 'curtail;decrease;few;less;lessen;reduce;small', 'extraordinary': 'additional;great;huge;rare;singular;special;unexpected;unprecedented;unusual', 'charges': 'cost;expenditure;expense;fee;price', 'account': 'be a cause;declare;document;recount;register;report;show;track;use', 'restructuring': 'change;rearrangement;rebuild;renovate;renovation;reorganization;restoration;streamlining', 'program': 'agenda;campaign;plan;project'}","{'said': 'added;claimed;reported;called;paid;admitted;announced;indicated', 'net': 'total;non;general;certain;real;cat', 'income': 'profit;loss;earnings;expense;revenue', 'third': 'second;fourth;last;three;December', 'quarter': 'year;period;half;round;quarterly;month', 'jumped': 'leapt;surged;spiked;soared;climbed;slumped', 'company': 'firm;group;business;customer;party;city;player', 'substantially': 'substantial;considerably;significantly;materially;markedly;dramatically;fundamentally;notably', 'lower': 'reduced;less;higher;cheaper;smaller;reduce;fewer', 'extraordinary': 'exceptional;special;impairment;unusual;unexpected;investment;extra;restructuring;extreme', 'charges': 'costs;expenses;provisions;deposits;credits', 'account': 'allow;adjust;prepare;compensate;care;prep;provide;apologize;cater', 'restructuring': 'consolidation;transformation;redevelopment;reduction;strengthening;rebuilding;turnaround;structural', 'program': 'plan;project;drive;period'}","{'said': 'added;claimed;reported;called;paid;admitted;announced;indicated', 'net': 'total;non;general;certain;real;cat', 'income': 'profit;loss;earnings;expense;revenue', 'third': 'second;fourth;last;three;december', 'quarter': 'year;period;half;round;quarterly;month', 'jumped': 'leapt;surged;spiked;soared;climbed;slumped', 'company': 'firm;group;business;customer;party;city;player', 'substantially': 'substantial;considerably;significantly;materially;markedly;dramatically;fundamentally;notably', 'lower': 'reduced;le;higher;cheaper;smaller;reduce;fewer', 'extraordinary': 'exceptional;special;impairment;unusual;unexpected;investment;extra;restructuring;extreme', 'charges': 'cost;expense;provision;deposit;credit', 'account': 'allow;adjust;prepare;compensate;care;prep;provide;apologize;cater', 'restructuring': 'consolidation;transformation;redevelopment;reduction;strengthening;rebuilding;turnaround;structural', 'program': 'plan;project;drive;period'}"
OLYMPIC JUDGING SCANDAL DEEPENS WITH ARREST OF RUSSIAN CRIME FIGURE,"A Russian accused of being in organized crime was arrested in Italy on Wednesday on an American complaint that he conspired to fix the pairs figure skating and ice dancing competitions at the recent Salt Lake Winter Olympics, which were dominated by the sport's judging scandals.",{'CRIME': 'corrupt;criminal;illicit;lawbreaking;mafia;mob;notorious;underworld'},{'CRIME': 'Crime;CASE;JUSTICE;CR;CODE;VIDEO;ICE;CRA'},{'CRIME': 'crime;case;justice;cr;code;video;ice;cra'}
"Oshkosh Truck Corp., Oshkosh, Wis., estimated earnings for its fourth quarter ended Sept. 30 fell 50% to 75% below the year-earlier $4.5 million, or 51 cents a share.",The truck maker said the significant drop in net income will result in lower earnings for the fiscal year.,"{'estimated': 'appraise;approximate;assess;calculated;compute;determine;guess;predict', 'earnings': 'gain;income;net income;profit;revenue', 'fourth': 'final;last;quad', 'quarter': '3 month period;period;quad;quadrant;semester;term', 'ended': 'cease;close;end;final;finish;over;terminate', 'fell': 'decline;decrease;drop;fall;plummet;plunge', 'year': 'annual;period;season;term', 'earlier': 'ago;before;go by;past;previous;previously;prior', 'cents': 'pence;penny', 'share': 'piece;portion;stock;trade'}","{'estimated': 'projected;reported;said;announced;indicated;adjusted;implied;assumed', 'earnings': 'profits;EPS;sales;profit;results', 'fourth': 'four;first;third', 'quarter': 'quarterly;period;q;year;week;month', 'ended': 'closed;concluded;finished;wrapped;delivered;opened;dissolved', 'fell': 'dropped;declined;dipped;sank;fall;plunged', 'year': 'season;week;month;yr', 'earlier': 'ago;prior;previously;lier;lower;higher;old', 'cents': 'euros;dollars', 'share': 'stock;cent;year;person'}","{'estimated': 'projected;reported;said;announced;indicated;adjusted;implied;assumed', 'earnings': 'profit;eps;sale;profit;result', 'fourth': 'four;first;third', 'quarter': 'quarterly;period;q;year;week;month', 'ended': 'closed;concluded;finished;wrapped;delivered;opened;dissolved', 'fell': 'dropped;declined;dipped;sank;fall;plunged', 'year': 'season;week;month;yr', 'earlier': 'ago;prior;previously;lier;lower;higher;old', 'cents': 'euro;dollar', 'share': 'stock;cent;year;person'}"
PRESCRIPTION PRIVILEGES MAKE SOME PSYCHOLOGISTS ANXIOUS,(ATTENTION EDITORS: This article is for use by clients of The New York Times Syndicate's SCIENTIFIC AMERICAN NEWS SERVICE.,{'MAKE': 'cause;compel;evoke;have;produce;render;turn'},{'MAKE': 'make;DO;HELP;MARK;HIT;ARE;ADD'},{'MAKE': 'make;do;help;mark;hit;are;add'}
"Pacific First Financial Corp. said shareholders approved its acquisition by Royal Trustco Ltd. of Toronto for $27 a share, or $212 million.",The thrift holding company said it expects to obtain regulatory approval and complete the transaction by year-end.,"{'said': 'allege;announce;claim;declare;mention;report;state', 'shareholders': 'holder;investor;owner;partner;shareowners;stock owner;stockholder', 'approved': 'accept;agree;agree with;allow;applaud;back;endorse;favor;give approval to;okay;sanction;support;vote for', 'acquisition': 'absorption;addition;attainment;buy;buyout;obtainment;procurement;purchase;takeover', 'share': 'company share;part;piece;portion;stock;stock portion;trading unit'}","{'said': 'reported;announced;claimed;Friday;called;stated;confirmed', 'shareholders': 'voters;investors;directors;subscribers;participants;members;delegates', 'approved': 'authorized;approval;accepted;endorsed;rejected;allowed;passed;agreed;advanced;cleared;ratified;confirmed;authorised', 'acquisition': 'purchase;acquire;takeover;transaction;acquired;isition;acquiring;pursuit;absorption', 'share': 'stock;shareholders;common;stake;mill;bond;shareholder'}","{'said': 'reported;announced;claimed;friday;called;stated;confirmed', 'shareholders': 'voter;investor;director;subscriber;participant;member;delegate', 'approved': 'authorized;approval;accepted;endorsed;rejected;allowed;passed;agreed;advanced;cleared;ratified;confirmed;authorised', 'acquisition': 'purchase;acquire;takeover;transaction;acquired;isition;acquiring;pursuit;absorption', 'share': 'stock;shareholder;common;stake;mill;bond;shareholder'}"
RESPONSIBLE SEAFOOD SALES ARE THE CATCH OF THE DAY,"ATTENTION EDITORS: This article from the NEWHOUSE NEWS SERVICE report of TUESDAY, JULY 30, 2002, is available as a ""separate buy.""",{'SALES': 'barter;buying;deal;purchase;purchasing;transaction;vending'},{'SALES': 'SAL;S;SERVICES;Sales;EVENTS;SHARES;ES'},{'SALES': 'sal;s;service;sale;event;share;e'}
"RMS International Inc., Hasbrouk Heights, N.J., facing a cash-flow squeeze, said it is seeking other financing sources and waivers from debenture holders.",The company said that because of softening sales it isn't in compliance with requirements that it maintain $3 million in working capital.,"{'facing': 'deal with;endure;experience;see', 'cash': 'currency;income;money', 'flow': 'availability;available;funding;income', 'squeeze': 'deficit;lapse;pinch;problem;scarcity;shortage;tightening', 'said': 'admit;announce;convey;declare;disclose;note;report;state', 'seeking': 'attempt;desire;explore;look for;pursue;search;search for;try;view;want', 'other': 'additional;alternate;alternative;different;distinct;further;more', 'financing': 'capital;currency;funding;lending;loan;monetary;revenue', 'sources': 'area;method;option;outlet', 'waivers': 'cancellation;disclaimer;dispensation;leave;option;postponement;quitclaim;relinquishment', 'debenture': 'bond;borrowing;debt;debt certificate;loan;unsecured bond;unsecured loan;voucher', 'holders': 'claimant;keeper;owner'}","{'facing': 'suffering;experiencing;confronting;undergoing', 'cash': 'financial;capital;money', 'flow': 'supply;burn;blow;cost', 'squeeze': 'crunch;crisis;squee;shortfall;pressure;gap;strain', 'said': 'claimed;indicated;added;announced;though;disclosed;called;suggested', 'seeking': 'pursuing;obtaining;requesting;receiving;considering;finding;securing;gaining;searching;requiring', 'other': 'alternative;alternate;additional;another;new;different;others', 'financing': 'financial;fundraising;debt;borrowing;lending;capital;liquidity', 'sources': 'options;resources;streams;opportunities', 'waivers': 'exemptions;relief;concessions;approvals;guarantees;alternatives;extensions;modifications', 'debenture': 'enture;debt;bond;creditor;revolver;debtor;note;subordinate', 'holders': 'buyers;investors;owners'}","{'facing': 'suffering;experiencing;confronting;undergoing', 'cash': 'financial;capital;money', 'flow': 'supply;burn;blow;cost', 'squeeze': 'crunch;crisis;squee;shortfall;pressure;gap;strain', 'said': 'claimed;indicated;added;announced;though;disclosed;called;suggested', 'seeking': 'pursuing;obtaining;requesting;receiving;considering;finding;securing;gaining;searching;requiring', 'other': 'alternative;alternate;additional;another;new;different;others', 'financing': 'financial;fundraising;debt;borrowing;lending;capital;liquidity', 'sources': 'option;resource;stream;opportunity', 'waivers': 'exemption;relief;concession;approval;guarantee;alternative;extension;modification', 'debenture': 'enture;debt;bond;creditor;revolver;debtor;note;subordinate', 'holders': 'buyer;investor;owner'}"
