sentence,target,gold,ls_concat
"The light in the corners of my eyes rushed in, converging on the rosy glow around the stone, and for a moment I was blind. Then I opened my eyes again and saw a girl lying in the street. There was no sign of the stone.",girl,adolescent;child;young female person;lady;she;mademoiselle;youth;teenager;lass;young woman;schoolgirl;damsel;young lady;daughter;lassie;female;miss;ms,man;kid;woman;body;daughter
"He bashed up a set of stairs set into the side of the wall, and we chased up after him, heading up a huge staircase that seemed to go up for more stories than the building could have held. Luckily, the vampire turned off after three stories. He ran down a hallway and slipped behind one of the doors, but Nepthys was close behind him and left it open for me.",turned,revolt;renege;change position;throw;disgust;whip;tergiverse;pass into;relapse;have recourse;undo;pivot;go around;resort to;fashion;retrace;divert;return;wax;retract;rotate;unhinge;transmute;wheel;spin;curdle;form;hang a left;swing;inverse;sidetrack;tergiversate;circle;deviate;spoil;double back;unbalance;transpose;disintegrate;vibrate;mold;rot;detract;switch;curve;crumble;pass;run;zigzag;apostatize;take a bend;go back;sheer;approach;vary;arc;appeal;nauseate;become rancid;move;convert;sour;get;face about;bruise;subvert;sprain;remake;taint;metamorphose;circumduct;render;sicken;remodel;talk into;go;make one sick;diverge;yaw;come;repair;acidify;dull;direct;discompose;hurt;crick;change into;go bad;regress;defect;twist a body part;move in a circle;strain;utilize;give;twist;about-face;swivel;detour;gyre;wind;depart;unsettle;influence;weave;negotiate;cut;prevail upon;molder;prefer;come around;pass around;change course;change;become sour or tainted;repudiate;address;pirouette;change direction;dislocate;revert;decay;swirl;break down;loop;desert;recur;capsize;alternate;disorder;transform;persuade;revolve;reverse;oscillate;orbit;recoil;look;whirl;change sides;mutate;shape;invert;prejudice;derange;eddy;go round;backslide;corner;bring round;employ;renounce;bend;sway;alter;put;shift;apply;digress;become;wrench;shy away;grow into;ferment;call off;adapt;gyrate;modify;round;rat;make a right;use;shunt;redirect;aim;undertake;hang a right;decompose;tend;upset;lend;swerve;incline;make a left;roll;transfigure;circulate;putrefy;go over;favor;rechannel;twirl;translate;tack;fit;refashion;devote;be predisposed to;veer;turn ones hand to;turn ones energies to;change ones mind;ground;volteface,switched;shut;signed;killed;cooled;went;closed;ran;cut
"""He was so knowledgeable he just got things done, allowing me to concentrate on other matters. I was very lucky to have Tom."" Tibbets quickly returned to Wendover after that first visit to set up his headquarters. His first order appointed Karnes adjutant for the 509th.",first,debut;original;primogenial;foremost;paramount;front;basic;supreme;greatest;head;smallest;beginning;sovereign;inceptive;fundamental;incipient;arch;dominant;highest in importance;anterior;earliest in order;least;principal;ruling;lead off;aboriginal;eminent;early;initial;premiere;first-class;prime;numero uno;number one;premier;chief;primary;advanced;primitive;pioneer;key;preeminent;primordial;pristine;opening;main;head of the line;primeval;predominant;ahead;introductory;outstanding;primo;elementary;right up front;champion;leading;in the beginning;inaugural;ranking;antecedent;first off;first-string;slightest;rudimentary;top-flight;cardinal;headmost;top of the list;a-number-1,initial;one;new;inaugural
"Then one set of footsteps began walking toward the altar. I was content to let myself drift away, and I had almost forgotten the body lying with broken neck on the cathedral’s hard tiles when I felt a warm touch on its cheek. A girl’s voice, soft and almost recognizable, spoke, “Nathan.”",broken,make whole into pieces;degrade;controvert;ruin;sever;impoverish;eradicate;split;disclose;get away;disobey;pause;transmit;cause instability;bankrupt;moderate;go beyond;tell news;batter;demolish;abandon;smash;incapacitate;disregard;betide;burst out;come off;tell;cow;disprove;fragment;fracture;dispirit;crush;total;snapped;offend;enfeeble;soften;enervate;impair;burst;damage;abscond;surpass;better a performance;develop;pauperize;undermine;reveal;interrupt;part;make mincemeat of;annihilate;come out;shatter;violate;demoralize;cut and run;rebut;splinter;give up;lighten;finish off;decamp;appear;come forth;dash;tame;happen;escape;exceed;crash;go;pass on;transpire;tear;demote;cracked;cap;stop an action;downgrade;come to pass;emerge;discontinue;separate;cripple;confute;refute;impart;transgress;inform;proclaim;subdue;diminish;disconfirm;trash;divulge;occur;reduce;pull to pieces;bust up;rend;let out;rest;bust;infringe;outstrip;excel;cut;declass;fractured;get out;humiliate;run away;befall;announce;torpedo;make hash of;fly;erupt;crack;clear out;breach;make public;beat;top;demerit;suspend;divide;violate law;disintegrate;contravene;communicate;convey;snap;confound;lessen;infract;bust out;shiver;flee;outdo;weaken;chance;renege on;destroy;cushion somethings effect,shattered;fractured;busted;wrecked
Flights are not permitted into Iraq. Hall is to return to Washington on April 22. Story Filed By Cox Newspapers,return,"give back;replace;show profit;put back;pass;cash in on;recompense;take back;convey;retreat;restore;roll back;state;carry back;react;come to;transmit;depart;bring in;reseat;pay;reply;thrust back;make restitution;reinstate;requite;rejoin;deliver;clean up;announce;clear;go back;pay off;score;bestow;reciprocate;pay back;communicate;arrive back;answer;report;repay;reimburse;hand back;remit;net;render;send back;retaliate;submit;make a killing;reestablish;toss back;yield;rebate;send;restitute;make;re arrive;refund;give;reinsert;pay dividend;respond;declare;retort;come in;come back;arrive at;leave;in;earn bring;242 —ant. depart;159;go back, turn back back up, bounce back, circle back, come again, come back, double back, go again, hark back to, move back, react, reappear, rebound, recoil, reconsider, recrudesce, recur, reel back, reenter, reexamine, reoccur, repair, repeat, retire, retrace steps, retreat, revert, revisit, revolve, rotate, turn, concepts",travel;back;depart;arrive
"She didn’t shed a bead of sweat, and I didn’t even see her draw a breath, but the glow around her hands shuddered like a stubborn candleflame. Then her fingers tensed and her arms began to shake. The blood in her palms, still filling up, began to ripple.",tensed,unquiet;agitated;jittery;beside oneself;restless;wreck;edgy;close;concerned;unnerved;strained;up the wall;uneasy;moving;shaky;tighten;shot;apprehensive;queasy;excited;curl;tight;stressful;moved;strung out;stiff;keyed up;stretched;high-strung;taut;overanxious;shot to pieces;white knuckled;hyper;wound up;worried;clutched;jumpy;restive;rigid;bundle of nerves;fidgety;nervous;pressure;fluttery;nerve-racking;overwrought;hung up;worrying;nervous wreck;in a tizzy;on edge;wired;firm;anxious;choked;under stress;become taut;uptight,tightened;clenched;cramped;froze;contracted;gripped
Then my eyes opened and Amy handed me the hammer and stake. I stood and turned toward the altar. The vampire was walking just steps ahead of me.,turned,vary;detour;shape;disgust;loop;about-face;switch;alternate;resort to;fit;negotiate;become;revert;bruise;corner;change course;dislocate;mutate;desert;wind;change sides;bring round;translate;zigzag;favor;twist a body part;prevail upon;apostatize;throw;go over;address;spoil;ferment;rot;unhinge;swerve;take a bend;depart;divert;repair;influence;shift;devote;spin;regress;circumduct;whirl;twirl;rotate;modify;sidetrack;face about;recoil;backslide;move in a circle;go back;twist;convert;pass;inverse;invert;hang a right;unbalance;detract;prejudice;vibrate;undertake;transfigure;sicken;appeal;curve;utilize;persuade;remodel;grow into;make a right;upset;metamorphose;direct;get;repudiate;redirect;mold;unsettle;transpose;acidify;revolt;employ;defect;return;change;transform;sprain;pivot;look;recur;yaw;come around;discompose;tergiverse;come;prefer;put;crumble;pirouette;position;pass around;refashion;cut;change position;renege;wrench;go bad;disintegrate;hang a left;retract;nauseate;disorder;rechannel;transmute;lend;strain;putrefy;make one sick;run;eddy;relapse;arc;derange;adapt;incline;have recourse;sheer;swirl;decay;fashion;retrace;alter;become sour or tainted;hurt;weave;go around;be predisposed to;crick;go round;break down;revolve;motion;renounce;sway;roll;molder;talk into;pass into;aim;wheel;call off;remake;reverse;oscillate;become rancid;face;change into;bend;capsize;deviate;shy away;digress;gyrate;swivel;circulate;diverge;curdle;swing;orbit;wax;tack;decompose;sour;tend;approach;whip;give;form;make a left;shunt;circle;undo;subvert;use;tergiversate;double back;render;go;round;move;gyre;taint;rat;dull;apply;veer;turn ones hand to;turn ones energies to;change ones mind;ground;volteface,walked;looked;spun;faced;moved;headed
"I can send you to a guy who knows all about them, though. If this cat’s for real, I bet my friend can tell you everything you need to know.” “You’re a wonder, Dvorov.",need,want;die for;exact;be needy;feel the pinch;have occasion for;thirst;be inadequate;call for;wish;claim;be down and out;be short;desire;yearn;hanker;be deprived;hurt for;covet;go hungry;miss;do without;be poor;be hard up;be in need of;crave;necessitate;long;feel a dearth of;drive for;feel the necessity for;lack;pine;have use for;ought;be in want;require;demand;lust;hunger;suffer privation;yen for;have;be without;have occasion to;want something be;deficient,want;deserve;seek;think
"I must have fallen to the floor then. I could perceive Nepthys’ sword flashing over me, and I heard steel crack, then bone. I thought I heard Rachel’s voice blearily calling for me.",heard,read;see;find out;determine;understand;be led to believe;hark;have on good authority;heed;receive;pick up;tumble;give an audience to;detect;become aware;audibly detect;be told of;take in;glean;notice;eavesdrop;detect by perceiving sound;get the picture;perceive;get wise to;unearth;get wind of;become aware of information;get;apprehend;catch on;give ears;discover;gather;get an earful;be advised;auscultate;apperceive;be all ears;be informed;sense;ascertain;listen;descry;hearken;listen to;catch;attend;give attention;make out;learn;devour;strain;overhear,felt;saw;sounded;recognized;knew;listened
"Then her fingers tensed and her arms began to shake. The blood in her palms, still filling up, began to ripple. Shivers swept through her body, and Nepthys reached out to touch her but I stopped him.",began,enter upon;rise;make tick;crop up;spring;get going;undertake;start;impel;establish;come forth;plunge into;lay foundation for;take off;lead;bring to pass;commence;create;enter on;kick off;bud;dawn;embark on;initiate;induce;get under way;grow out of;break ground;produce;make active;appear;do;originate;institute;go into;stem from;inaugurate;actualize;prepare;become functional;generate;make;send off;get show on road;bring about;proceed from;give birth to;occasion;instigate;come into being;issue forth;trigger;emanate;give impulse;sail;result from;be born;emerge;derive from;come out;set about;happen;eventuate;mount;sprout;germinate;introduce;set up;cause;enter;open;drive;set in motion;come into existence;launch;motivate;effect;activate;break the ice;go ahead;arise;set;occur;found,appeared;occurred;started;continued;ceased
"After the Winter Olympics, a French judge, Marie-Reine Le Gougne, was suspended by the International Skating Union for not reporting pressure she said was put on her by Didier Gailhaguet, president of the French Skating Federation, to vote for the Russian pairs team. She later recanted and said that Canadian officials had pressured her. The ISU later suspended Le Gougne and Gailhaguet for three years.",said,gab;make known;jaw;imagine;declare;put into words;convey;imply;put forth;rehearse;make declaration;reply;orate;divulge;state;recite;mention;utter;answer;announce;pronounce;judge;relate;add;estimate;deliver;spiel;lip;claim;maintain;perform;opine;flap;allege;disclose;break silence;guess;express;tell;voice;affirm;speak;render;remark;rap;repeat;reveal;read;verbalize;report;yak;respond;communicate;come out with;do;assert;suggest;rumor;admit;conjecture;give voice,claimed;thought;alleged;called;felt
“It is. I would have sworn to you that he was dead. He should be.,sworn,take an oath;trust;pledge;depend on;depose;testify;flame;promise;swear by;vouch;use bad language;talk dirty;proclaim;make an affidavit;take name in vain;covenant;state under oath;have confidence in;be vulgar;assert;insist;utter profanity;be foul-mouthed;certify;plight;avow;blaspheme;execrate;speak profanely;maintain;curse;pledge oneself;say;say so;affirm;state;vow;think;give witness;bedamn;declare under oath;rely on;imprecate;attest;warrant;swear up and down;give ones word;cuss;cross ones heart;swear to god,vowed;testified;pledged;promised;signed;proven
"Nathan’s Bylichka Dedicated to Neil Gaiman, Radiohead and Black Sabbath Strange things have always happened to my family. It came in through my mother's blood; my Russian grandmother would always tell me stories, bylichkas, of ancestors with the ""second sight"", stupid mill owners who discovered bags of gold after letting a special fish off their hooks, and dark strangers who used to appear to help or interfere at crucial times.",things,"exploit;subject;obligation;object;creature;stuff;occasion;job;thought;feature;preoccupation;commodity;accomplishment;phenomenon;bee in bonnet;mechanism;statement;hang-up;property;aspect;idée fixe;form;implement;entity;everything;quirk;material;shape;quality;device;characteristic;piece;being;craze;existent;attribute;work;occurrence;fad;situation;movement;individual;happening;task;eventuality;fixation;feat;attitude;act;configuration;episode;machine;contrivance;fact;concept;opinion;incident;facet;portion;body;proceeding;point;doing;existence;notion;element;tool;fetish;materiality;deed;style;word;obsession;marvel;substance;instrument;particular;trait;anything;information;duty;idea;part;item;affair;circumstance;corporeality;event;article;person;figure;impression;gadget;factor;detail;action;matter;concern;stunt;something felt, seen, perceived;chattels;apparel;duds;belongings;personal possessions;luggage;personal effects;mania;tricks;clothing;gear;equipment;odds and ends;impedimenta;apparatus;goods;clothes;trappings;effects;baggage;phobia;habiliments;personals;paraphernalia;means;attire;raiment;business",people;situations;times;occurrences;stuff
I caught my breath and forced myself to look him in the eye. “Only if you stop beginning every sentence with my name.” “You’ve got a deal.,name,matronymic;superstar;moniker;patronymic;eminence;surname;pseudonym;rubric;reputation;personality;epithet;appellation;someone;head;trade name;signature;monogram;honor;handle;denomination;heading;character;report;compellation;first name;sobriquet;praise;celeb;rep;autograph;eponym;place name;nom de plume;proper name;entertainer;credit;luminary;autonym;headliner;title;fame;hero;notable;designation;sign;stage name;somebody;star;lion;esteem;repute;notability;brand;flag;distinction;title given to something;pet name;pen name;nom de guerre;note;agname;renown;agnomen;alias;term;celebrity big;name;cognomen;prenomen;style;nomen;tag,
"Again, I do not have all of the information for July and August, so I cannot give you any numbers. If I go by what is currently in the system as a guide, Pasadena would owe Enron a little over $1 mil. I need to forecast the money today, so please let me know what you would like to do.",go,act;suit;push on;occur;enjoy;prosper;chime;break;thrive;skip out;flourish;set;complement;slip away;withdraw;get going;drop;exit;persist;dissipate;succumb;consume;swallow;tolerate;work out;maintain;bend;match;score;devour;continue;abide;take;hightail;take leave;run through;abscond;vamoose;decline;leave;finish;spread;function;jibe;make a break for it;fit;result;conform;agree;blend;waste away;progress;beat it;collapse;take off;fold up;wend;fare;demise;brook;harmonize;connect;fall out;turn;journey;repair;correspond;make out;expire;deplete;carry on;run away;lead;get off;work;give access;make;near;befall;accord;perform;split;flee;light out;depart;eventuate;proceed;approach;put up with;weaken;yield;lam;mosey;mesh;run along;stomach;fritter;extend;serve;decease;chance;tend;transpire;fly;pass away;develop;die;flow;expend;conduce;perish;lapse;let;lead to;operate;bear;push off;persevere;be adapted for;stand;cave;get away;worsen;advance;conclude;set off;decamp;pass on;proceed physically;click;exhaust;reach;move out;travel;consent to;range;give;be designed for;vary;take flight;succeed;allow;permit;bug out;escape;square;relish;work towards an end;take a powder;turn out;take a hike;shove off;cruise;avail;endure;hit the road;get lost;pan out;incline;terminate;pass;waste;squander;move;dovetail;spend;cover;stretch;fail;use up;like;hie;pull out;run;concur;come;quit;crumble;contribute;make for;span;suffer;wax;retire;happen;belong;make ones way;elapse be;spent,take;run;use;say
"IRAQ-POVERTY (Washington) Rep. Tony Hall, D-Ohio, urges the United Nations to allow a freer flow of food and medicine into Iraq. Hall, who recently returned from a trip to Iraq, said U.N. economic sanctions have hurt millions of civilians there.",flow,wind;electricity;flux;spate;series;continuation;draw;draft;continuity;current;progression;transfer;leakage;sequence;tide;abundance;plenty;oozing;train;drift;emanation;transportation;travel;transmission;juice;continuance;river;plethora;outflow;effusion;conveyance;spout;run;breeze;outpouring;movement;move;succession;deluge;dribble;spurt;issue;ebb;gush;flood;discharge;course;progress;stream,movement;supply;influx;stream;transfer
"The blue haze seemed to stop just shy of his pallor, setting off his striking face without illuminating its details, and his wrists flashed white in the darkness. He didn’t move, just stared and held his drink. The next time I saw them, his mouth was moving.",just,perfectly;only;nearly;expressly;no more than;entirely;hardly;definitely;approximately;right now;recently;by very little;nothing but;but;barely;unmistakably;squarely;almost;solely;just now;lately;simply;square;sharp;completely;only now;now;just a while ago;smack-dab;merely;directly;scarce;absolutely;at this moment;precisely;exactly;scarcely;plainly;right;presently;accurately;a moment ago;most;merely at,right;well;barely
"He’s sitting right there at the bar!” Dvorov tried to peek through the crowd, but it had shifted again and we couldn’t see a thing. “I don’t think he’s there,” Dvorov shouted to me.",tried,fight;distress;examine;torment;bear down;decide;essay;go after;martyr;try out;experiment;venture;check out;contend;excruciate;speculate;struggle;plague;make an effort;contest;put to the proof;aim;make an attempt;inspect;sit in judgment;hear;scrutinize;pain;have a crack;have a shot;put to the test;agonize;annoy;compete;upset;endeavor;go all out;check;attempt;sample;drive for;make a pass at;attack;vie for;have a stab;assay;have a go;propose;proceed;aspire;shoot for;wrangle;rack;trouble;inconvenience;risk;work;lift a finger;investigate;bother;tire;referee;prove;torture;stress;exert oneself;strive;go for;vex;judge;irk;appraise;tackle;tax;knock oneself out;labor;harass;wring;arbitrate;strain;irritate;make a bid;undertake;give a hearing;crucify;evaluate;put oneself out;seek;bring before a judge;adjudge;adjudicate;taste;afflict;weary;test;have a whack;weigh;chip away at;do ones best,attempted;wanted;liked;wished;started;hoped
"Leaning from the rough-hewn window of one building on our right was something with long, green hair draped across the seven gangly arms hanging from its windowsill. Thirty-five thin fingers waved lazily like seaweed. I noticed when my back hit the wall that I was walking backwards.",thin,"unconvincing;vapid;shallow;svelte;scanty;underweight;ethereal;gangly;spindly;tenuous;peaked;fragile;slim;subtile;emaciated;untenable;bony;unbelievable;twiggy;deficient;scant;beanpole;unpersuasive;superficial;sheer;puny;rare;beanstalk;scraggy;featherweight;stalky;flat;lame;dispersed;twiglike;inconceivable;implausible;scrawny;pinched;slight;refined;filmy;skimpy;lank;rawboned;diaphanous;light;sparse;attenuated;spare;poor;weak-kneed;scarce;see-through;unsubstantial;cadaverous;rickety;reedy;starved;lanky;shadow;skeletal;meager;wizened;diluted;improbable;diffuse;inadequate;gaunt;dilute;translucent;feeble;subtle;wishy-washy;wan;undernourished;thick;gangling;slender;runny;delicate;questionable;pole;watery;stretched;slinky;shriveled;paper-thin;scattered;flimsy;lightweight;fine;threadlike;incredible;wispy;sketchy;wafer-thin;haggard;wasted;stilt;permeable;rangy;small;insufficient;transparent;skinny;lean;narrow;rarefied;stick;gossamer;insubstantial;weak;fine, light, slender;attenuate",
"There’s no time to waste.” He saw that I wasn’t moving. Setting an arm on my shoulder, he said, “Nathan, what you see here might be frightening, but those things you saw are people just like you.",moving,movement;inch;stroke;motion;step;proceed;stirring;walk;act;procedure;proceeding;stratagem;shift;variation;maneuver;ploy;measure;badge;action;deed;modification;budge;alteration;stir,shifting;walking;changing;speaking;rolling;working;dancing
"I don’t want my customers thinkin’ that anything’s wrong, you know?” “Of course. We’ll be in and out in a minute.”",course,elapsing;chain;development;succession;seminar;speciality;aqueduct;scheme;duct;a surety;session;schedule;row;plan of study;time;canal;preparation;scope;conduit;tack;length of action;laboratory;passing;sequel;consecution;subject;route;watercourse;direction;line;method;byway;furtherance;passage;trajectory;procedure;continuity;manner;trail;curriculum;sure;aisle;circuit;period;itinerary;red tape;way;policy;rut;march;advance;polity;orbit;matriculation;lapse;sweep;string;unfolding;term;road;definitely;a fact;discussion group;a certainty;track;lap;conference;interest;sequence;movement;channel;series;order;lecture;plan;range;progress;duration;program;system;groove;meeting;path;advancement;progression;channels;regimen;run;flow;class;stream;boards,right
"The stone was as warm as human flesh now, and there was a sort of glow that might have been light or just the stone’s soft heat, I don’t know. Then there was light, a kind of rosy glow, and I felt the stone slip out of my hand to float in the air. The air around me seemed to still sound, and light came in around the corners of my eyes.",air,mood;deportment;descant;ambience;waft;property;melody;pose;quality;theme;mannerism;demeanor;stratosphere;feel;affectation;appearance;midair;feeling;gases forming the atmosphere;comportment;look;space;distinctive quality or character;flavor;puff;ozone;draft;tone;strain;breath;bearing;ventilation;presence;atmosphere;breeze;aura;effect;impression;wind;lay;song;manner;semblance;mien;troposphere;zephyr;whiff;style;blast;musical tune;sky;heavens;aria;address,atmosphere;sky;ground;wind;water;earth;world
“I am glad to be out of the favor-trading scene for half a minute. It’s exhausting to talk to those people. One wrong word and you find yourself cursed with infinite earwax or something.,people,merchant;folk;folks;person;individual;bourgeois;guy;bodies;clan;rabble;body politic;multitude;human beings;john/jane q. public;mob;herd;society;rank and file;race;heads;humans;proletariat;crowd;populace;riffraff;common people;persons;inhabitants;humanity;general public;public;horde;citizens;masses;family;mortals;kin;human race;nation;humankind;community;population;commonality;nationality;plebeians;hoi polloi;cats;person in the street;tribe,folks;guys;idiots;things;individuals
"For information about becoming a client of this service, contact the New York Times Syndicate sales representatives listed at the end of the text.) BY CHRISTINE SOARES c.2002 Scientific American Intending to ease consumer access to mental health care, New Mexico legislators in March passed a law allowing psychologists to prescribe psychotropic medications, such as antidepressants. The state's action, the first in the nation, has the blessing of the American Psychological Association (APA), which considers prescriptive authority a logical extension of psychologists' role as health-care providers.",access,"admittance;accessibility;path;availability;avenue;approach;unrestricted use;entrance;entree;reach;admission;resource;door;introduction;route;way;passage;in;open door;admission, means of entry, approach;connection;entry;contact;road;open arms;key;course;ingress",accessibility;entry;entrance;addiction;use;appeal
"The factory will produce a wide range of specialized semiconductors used in everything from the largest mainframe computers to cell phones and video-game consoles. The new plant is part of IBM's push to gain a strong lead in chip-making beyond the personal computer business, where Intel and East Asian chip producers hold the advantage. ""The core of our strategy is to lead in technology and attack the high-performance segments of the market,"" said John Kelly, senior vice president in charge of IBM's technology group.",strong,eager;muscular;hard-nosed;hearty;persuasive;steadfast;potent;hot;pushy;decisive;sturdy;compelling;big;vehement;weighty;gutsy;enduring;able;active;strong-flavored;noisome;highly flavored;severe;undiluted;fervid;perceptive;well-founded;strict;forceful on the senses;heavy-duty;well-made;durable;stimulating;urgent;unbending;keen;pungent;stout;substantial;salad;brave;brilliant;dazzling;glaring;influential;concentrated;sharp;staunch;loud;wicked;marked;forceful;inebriating;resolute;sinewy;resilient;hard;fetid;dedicated;heavy;forcible;sound;well-built;steady;rank;definite;rich;plucky;unmistakable;formidable;extreme;major;draconian;pure;spicy;acute;fervent;intense;courageous;hardy;fixed;fierce;biting;in fine feather;capable;certain;rancid;telling;straight;overpowering;malodorous;aggressive;independent;handful;unmixed;highly seasoned;full-bodied;well-established;stark;piquant;effective;cogent;tenacious;rugged;determined;robust;reinforced;energetic;mean;vigorous;uncompromising;athletic;hard as nails;convincing;bright;powerful;intoxicating;stiff;high;resourceful;clear;hale;fast;bold;strapping;stable;mighty;zealous;sizable;self-assertive;unyielding;iron-willed;heady;stinking;redoubtable;take charge;distinct;strengthened;drastic;trenchant;secure;stalwart;firm;deep;violent;intelligent;long;great;solid;tough;healthy;sagacious;ablebodied;clearcut,powerful;strongly;broad;big;solid;tough;firm
"I can only answer one question at a time. I know your family because an ancestor of mine made a bargain with an ancestor of yours. I am here now because you called for help, and no-one else would answer.”",mine,bonanza;supply;treasury;deposit;myself;wellspring;ditch;shaft;pit;fund;bed;stock;well;treasure trove;field;excavation;vein;spring;fountain;store;abundance;lode;fount;trench;me;source;yours truly;gold mine;wealth;thou;hoard;reserve;ours;quarry,
"We slipped through the door and came out, not inside the building, but on a busy street in a completely different part of town. The sky, cupping over squat buildings, was less yellow here, and stands were set up everywhere the way I’d picture a market in the Middle East. Nepthys took us immediately to the right, where he led us to a cart filled with herbs.",stands,sound;belief;frame;board;cart;post;view;staging;pose;base;opinion;station;attitude;slant;platform;carriage;cubicle;bracket;gantry;kiosk;standpoint;determination;sentiment;notion;counter;table;booth;angle;stage;receptacle;stance;grandstand;twist;rack;stall;support;poise;rank;two cents worth;dais;place;position,
"His skin was brown and stretched, like some diseased sapling’s bark. It pulled back around his fingertips, which bore things that might have been nails or claws. When he grinned, I saw that his teeth were sharp and small, like a hunting cat’s.",things,"aspect;stunt;corporeality;characteristic;person;incident;work;property;being;attribute;opinion;event;accomplishment;materiality;article;machine;item;body;particular;fixation;factor;thought;hang-up;element;anything;bee in bonnet;style;duty;shape;commodity;occasion;fetish;feat;idea;tool;occurrence;concept;facet;fact;phenomenon;situation;word;material;circumstance;preoccupation;part;information;impression;figure;concern;fad;device;quirk;eventuality;obsession;configuration;craze;attitude;doing;portion;detail;appendage;instrument;individual;notion;piece;object;implement;task;exploit;substance;statement;mechanism;affair;job;form;proceeding;creature;something;happening;matter;entity;existent;act;episode;obligation;existence;gadget;deed;contrivance;quality;everything;idée fixe;stuff;trait;subject;action;movement;feature;point;extension;something felt, seen, perceived;chattels;apparel;duds;belongings;personal possessions;luggage;personal effects;mania;tricks;clothing;gear;equipment;odds and ends;impedimenta;apparatus;goods;clothes;trappings;effects;baggage;phobia;habiliments;personals;paraphernalia;means;attire;raiment;business",stuff;places;objects;people;parts
"Her hands twitched and a drop of blood shook out, splashing on the crease of her thigh and hanging to one strand of the black hair between her legs. She gasped and the dark glow went out, taking the blood with it in a flash of heat and red steam. Isis collapsed on the fur, strings cut.",gasped,draw breath in sharply;blow;sniffle;heave;convulse;inspire;respire;fight for breath;pant;breathe;sigh;inhale;whoop;catch her breath;puff;snort;wheeze;breathe hard;choke;gulp;catch ones breath,blinked;screamed;sighed;breathed;cursed;frowned;swore;panicked
"Karnes, like the hundreds of others gathered along the flight line, was jubilant. He knew the war would soon be over and he would be heading home. A yearof secrecy and hard work wasover.",over,on high;overhead;in heaven;higher than;settle;through;covering;conclude;upstairs;in the sky;aloft;traversely;straight up;do;off;on top of;end;finish;farther up;overtop;beyond;above,
"She told me that she was heading for a drink and slipped out of the crowd. When she hadn’t come back halfway through the next song, I glanced over at the bar. It was just a little set-up where someone had stacked a few crates and brought something alcoholic to share, mostly beer.",next,"adjoining;coming;side-by-side;adjacent;consequent;meeting;proceeding;proximate;hard by;ensuing;attached;back-to-back;on the side;succeeding;follow;nearest;subsequent;neighboring;alongside;close;coterminous;touching;beside;second;closest;abutting;after;following;coming immediately after in space, time, order;later",last;first;fourth;previous;second;fifth;new
"In addition, operating results were hit by an increase in loan and real estate loss reserves. In American Stock Exchange composite trading, Citadel shares closed yesterday at $45.75, down 25 cents.",composite,multiple;combined;gross;synthesized;total;conglomerate;blended;complex;mixed;melded,electronic;corporate
"I shouted, hardly able to hear myself. Nepthys was saying something that looked like, “I have no idea!” but I couldn’t hear him.",something,some such;word;existent;anything;thing;stuff;utterance;substance;individual;remark;existence;object;commodity;being;article;entity,anything;someone
"She never subscribed to cuisine minceur, cholesterol-free cooking, meat-free meal plans, organic food or any of the other politically correct trends of different times -- and that includes restricted diets, in spades. However, an active woman all her life, she is aware of the need to keep ones weight and fitness in mind. Here are her personal rules for achieving these goals:",mind,"desire;talent;humor;intuition;capacity;power;bent;concentration;eye;judgment;perception;remembrance;soul;attitude;memory;reason;wish;intellectual;temperament;intellectuality;wisdom;impulse;recollection;mentality;reasoning;conception;fancy;spirit;urge;brain;apperception;understanding;sanity;creativity;notion;thinker;instinct;way of thinking;vein;head;liking;lucidity;attention;leaning;intelligence;brainpower;observance;observation;belief;determination;outlook;ingenuity;consciousness;psyche;ratiocination;disposition;imagination;view;point of view;function;pleasure;sense;conviction;faculty;opinion;intention;will;intellect;thinking;feeling;cognizance;tone;persuasion;percipience;strain;sentiment;mood;remark;temper;thought;purpose;genius;wits;thoughts;subconscious;note;marbles;notice;regard;soundness;inclination, tendency;brains;mark",thought;focus;knowledge;view;plan;perspective
"“I found your vampire,” she said, “but he might know that someone’s looking for him. He’s taken great pains to keep himself hidden. You should look for him at Dvorov’s as quickly as you can.” She turned to me with tired sympathy.",look,regard;hunt;resemble;peep;present;attend;await;mind;anticipate;sound;goggle;study;ogle;inspect;behold;evidence;glower;glance;examine visually;contemplate;see;gawk;survey;face;spy;notice;ask;rubberneck;eye;forecast;focus;take a gander;strike as;front on;front;foretell;expect;show;beware;hope;consider;peer;seem to be;divine;stare;search;manifest;appear;tend;read;indicate;overlook;look like;spot;watch;admire;gaze;reckon on;make clear;express;scout;heed;seek;get a load of;scrutinize;exhibit;display;view;observe;gape;scan;mark;pore over;count on;flash;give onto;note;take in the sights;feast ones eyes,
